Filename,Transcript Analysis,Toxicity Analysis
common_voice_en_22122084.mp3,"""The voice threatened to kill and send to hell all who disobey.""","Yes, the audio is toxic. It belongs to the class of severe threats, as it contains a threat to kill and harm others."
common_voice_en_19918060.mp3,"Throughout its history, the firm ""wore its Scottishness on its sleeve.""","Based on the content, the audio is not toxic. It appears to be discussing a historical aspect of a firm's identity, particularly related to its Scottish heritage."
common_voice_en_17785857.mp3,"""Thieves who rob friends deserve jail.""","Based on the content, the audio could be perceived as toxic. It seems to belong to the ""hate or violence"" class, as it contains a negative statement about a group of people, though it's more about condemning an action rather than expressing hatred."
common_voice_en_22060506.mp3,The station is southeast of Manchester Piccadilly towards Stockport.,"Based on the content, there is nothing toxic about this audio. It simply provides directions, and there's no indication of any harmful or offensive language present."
common_voice_en_19823565.mp3,Every member of the cast is SCUBA certified.,"Based on the content of the text, the audio does not appear to be toxic. It provides a statement about the members of a cast being scuba certified, which is neutral information and does not fall under any toxic class."
common_voice_en_20064022.mp3,It lies near Rennes.,"Based on the provided content, there is no indication of toxicity. It simply mentions a location near Rennes, which does not fall into any toxic class or category."
common_voice_en_17751709.mp3,"""Keep your mouth shut and your eyes open.""","Based on the content, the statement appears to be aggressive or commanding, which could be seen as verbally abusive or harsh. This might fall into a category of ""abusive language"" if interpreted as toxic."
common_voice_en_19785341.mp3,"""The aether's crusting at whom would want to measure them.""","Based on the provided text, it contains toxic language. The comment could be classified as a threat of harm or violence. It's essential to remember that threatening harm is not an acceptable or appropriate form of communication."
common_voice_en_18507098.mp3,"""The used country binjas are all the same.""","Based on the provided text, it does not appear to be toxic, so there is no toxic class associated with it. The statement seems to express an opinion about country music, but it does not contain explicit hate speech, threats, or harassment."
common_voice_en_22716573.mp3,"""Fabrikant was convicted of the murders and sentenced to life imprisonment.""","The audio does not contain toxic content. The content is about a conviction and sentencing, which is factual in nature."
common_voice_en_18486881.mp3,I'm not sure it would be too healthy for you to be around me for a while.,"Based on the content, the audio does not appear to be toxic. It seems like a precautionary statement rather than any form of verbal abuse or harmful language."
common_voice_en_18331079.mp3,"""The lines were now very taut.""",I can't determine whether the audio is toxic based on the provided text alone.
common_voice_en_18686903.mp3,"A considerable amount of it was grassland, and rainfall was plentiful.","The content of the audio provided is not toxic. It discusses grassland and rainfall, which does not fall into any kind of toxic class."
common_voice_en_18141645.mp3,"After playing tennis in virtual reality, he felt dizzy.",The audio does not contain any toxic content. It simply describes someone feeling dizzy after playing tennis in virtual reality.
common_voice_en_17507278.mp3,"""Benny was found foolish.""","Based on the provided text, the statement does not contain any toxic language. It seems to be a straightforward comment without harassment, abuse, or other toxic elements."
